ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-11354N|refseq:NP_415140|uniprotkb:P39177	DIP-31874N|uniprotkb:P0A9X4	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99137E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-39402N|uniprotkb:P0A7I4	DIP-36020N|uniprotkb:P0A847	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99362E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12921N|refseq:NP_417854|uniprotkb:P45753	DIP-35839N|uniprotkb:P0A717	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99400E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-48064N|refseq:NP_416375|uniprotkb:P0A809	DIP-10654N|refseq:NP_417368|uniprotkb:P21893	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99509E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11585N|refseq:NP_415785|uniprotkb:P37765	DIP-47887N|uniprotkb:P0A8M6	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99561E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-47832N|uniprotkb:P0AA39	DIP-10782N|uniprotkb:P02358	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99569E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-12716N|uniprotkb:P75966	DIP-47832N|uniprotkb:P0AA39	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99573E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-36183N|uniprotkb:P0A9Y6	DIP-35879N|uniprotkb:P0A7Z4	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99658E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10840N|refseq:NP_414640|uniprotkb:P10408	DIP-35853N|uniprotkb:P0ACF8	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99711E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-36047N|uniprotkb:P0A6X3	DIP-29378N|uniprotkb:P0AG24	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99763E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11672N|refseq:NP_416004|uniprotkb:P76128	DIP-47875N|refseq:NP_416423|uniprotkb:P0A8G0	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99958E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-366N|refseq:NP_416120|uniprotkb:P07001	DIP-47875N|refseq:NP_416423|uniprotkb:P0A8G0	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99961E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-47875N|refseq:NP_416423|uniprotkb:P0A8G0	DIP-12038N|refseq:NP_416998|uniprotkb:P77172	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-99970E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-11103N|refseq:NP_418258|uniprotkb:P03018	DIP-35777N|uniprotkb:P0A8V2	 -	-	-	-	MI:0363(inferred by author)|MI:0030(cross-linking study)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:24402227|pubmed:DIP-16507S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-99977E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-6159N|uniprotkb:P0CE47	DIP-31855N|refseq:NP_418366|uniprotkb:P0A6H5	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101442E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-28079N|uniprotkb:P76116	DIP-11585N|refseq:NP_415785|uniprotkb:P37765	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101090E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-35839N|uniprotkb:P0A717	DIP-9249N|refseq:NP_415520|uniprotkb:P36659	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101264E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-31873N|uniprotkb:P0A9A6	DIP-31873N|uniprotkb:P0A9A6	-	-	-	-	MI:0872(atomic force microscopy)|MI:0067(light scattering)|MI:0416(fluorescence microscopy)|MI:0416(fluorescence microscopy)	-	pubmed:22566654|pubmed:DIP-15713S|pubmed:19541655|pubmed:DIP-16592S|pubmed:24316672|pubmed:DIP-16543S|pubmed:24316672|pubmed:DIP-16543S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-101380E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-9937N|refseq:NP_415931|uniprotkb:P43329	DIP-6159N|uniprotkb:P0CE47	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101428E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-31855N|refseq:NP_418366|uniprotkb:P0A6H5	DIP-31855N|refseq:NP_418366|uniprotkb:P0A6H5	-	-	-	-	MI:0020(transmission electron microscopy)|MI:0114(x-ray crystallography)|MI:0031(protein cross-linking with a bifunctional reagent)|MI:0114(x-ray crystallography)	-	pubmed:9033594|pubmed:DIP-17132S|pubmed:10693812|pubmed:DIP-17504S|pubmed:9033594|pubmed:DIP-17132S|pubmed:rtd:11250202|pubmed:DIP-2009S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-101437E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)		-
DIP-6847N|refseq:NP_418273|uniprotkb:P25665	DIP-31855N|refseq:NP_418366|uniprotkb:P0A6H5	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101438E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-36180N|uniprotkb:P0ACD8	DIP-47848N|uniprotkb:P69739	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0363(inferred by author)|MI:0096(pull down)|MI:0676(tandem affinity purification)	-	pubmed:22431599|pubmed:DIP-15693S|pubmed:19402753|pubmed:DIP-12313S|pubmed:22431599|pubmed:DIP-15693S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101445E	dip-quality-status:core	dip:0004(small scale)|dip:0005(high throughput)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-6159N|uniprotkb:P0CE47	DIP-35839N|uniprotkb:P0A717	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101703E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-31861N|uniprotkb:P69407	DIP-12815N|refseq:NP_416720|uniprotkb:P39838	 -	-	-	-	MI:0363(inferred by author)|MI:0065(isothermal titration calorimetry)|MI:0077(nuclear magnetic resonance)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:21481780|pubmed:DIP-14690S|pubmed:21481780|pubmed:DIP-14690S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-101713E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-47832N|uniprotkb:P0AA39	DIP-12371N|refseq:NP_417956|uniprotkb:P37634	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101745E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-47832N|uniprotkb:P0AA39	DIP-11446N|refseq:NP_415397|uniprotkb:P75828	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101744E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9035N|refseq:NP_417722|uniprotkb:P24182	DIP-48007N|uniprotkb:P0ABD8	 -	-	-	-	MI:0096(pull down)|MI:0363(inferred by author)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:23499019|pubmed:DIP-15850S|pubmed:19402753|pubmed:DIP-12313S|pubmed:23499019|pubmed:DIP-15850S|pubmed:23499019|pubmed:DIP-15850S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-101946E	dip-quality-status:core	dip:0004(small scale)|dip:0005(high throughput)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35878N|uniprotkb:P0A9Q5	DIP-35897N|uniprotkb:P0ABD5	 -	-	-	-	MI:1246(ion mobility mass spectrometry of complexes)|MI:0363(inferred by author)	-	pubmed:22841294|pubmed:DIP-15516S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-101947E	dip-quality-status:core	dip:0004(small scale)|dip:0005(high throughput)		-
DIP-10840N|refseq:NP_414640|uniprotkb:P10408	DIP-47832N|uniprotkb:P0AA39	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-101742E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10733N|refseq:NP_418600|uniprotkb:P21499	DIP-47832N|uniprotkb:P0AA39	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102088E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9944N|refseq:NP_418770|uniprotkb:P08956	DIP-9943N|refseq:NP_418769|uniprotkb:P08957	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102019E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-29109N|uniprotkb:P0A6B7	DIP-48025N|uniprotkb:P0ACD4	 -	-	-	-	MI:0415(enzymatic study)|MI:0017(classical fluorescence spectroscopy)|MI:0363(inferred by author)	-	pubmed:19305405|pubmed:DIP-12525S|pubmed:19305405|pubmed:DIP-12525S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0414(enzymatic reaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-102034E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-35839N|uniprotkb:P0A717	DIP-9301N|refseq:NP_415639|uniprotkb:P75960	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102070E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-35803N|uniprotkb:P0A8T7	DIP-35777N|uniprotkb:P0A8V2	 -	-	-	-	MI:0363(inferred by author)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19903881|pubmed:DIP-12937S|pubmed:24402227|pubmed:DIP-16507S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102132E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35777N|uniprotkb:P0A8V2	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	 -	-	-	-	MI:0655(lambda repressor two hybrid)|MI:0655(lambda repressor two hybrid)|MI:0655(lambda repressor two hybrid)|MI:0363(inferred by author)	-	pubmed:19366670|pubmed:DIP-16567S|pubmed:22135460|pubmed:DIP-16114S|pubmed:19366670|pubmed:DIP-16567S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102137E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-35803N|uniprotkb:P0A8T7	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	 -	-	-	-	MI:0363(inferred by author)|MI:0096(pull down)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19903881|pubmed:DIP-12937S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102138E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)		-
DIP-31837N|uniprotkb:P0A800	DIP-35803N|uniprotkb:P0A8T7	 -	-	-	-	MI:0363(inferred by author)|MI:0096(pull down)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19903881|pubmed:DIP-12937S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102144E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)		-
DIP-10777N|refseq:NP_417221|uniprotkb:P13445	DIP-35777N|uniprotkb:P0A8V2	 -	-	-	-	MI:0363(inferred by author)|MI:0363(inferred by author)|MI:0655(lambda repressor two hybrid)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:22135460|pubmed:DIP-16114S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102269E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0004(small scale)		-
DIP-47841N|uniprotkb:P0ABU7	DIP-9819N|refseq:NP_416533|uniprotkb:P00350	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102438E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-47841N|uniprotkb:P0ABU7	DIP-36182N|uniprotkb:P0A705	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102439E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-36182N|uniprotkb:P0A705	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	 -	-	-	-	MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102440E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-35879N|uniprotkb:P0A7Z4	DIP-35803N|uniprotkb:P0A8T7	 -	-	-	-	MI:0363(inferred by author)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:19402753|pubmed:DIP-12313S|pubmed:24402227|pubmed:DIP-16507S|pubmed:19903881|pubmed:DIP-12937S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-102128E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-47857N|uniprotkb:P0AFF6	DIP-35879N|uniprotkb:P0A7Z4	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0363(inferred by author)	-	pubmed:21742261|pubmed:DIP-14702S|pubmed:19402753|pubmed:DIP-12313S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-102061E	dip-quality-status:core	dip:0004(small scale)|dip:0005(high throughput)		-
