ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-25057N|refseq:NP_499845|uniprotkb:Q9XUS9	DIP-61408N|refseq:NP_001023309|uniprotkb:G5EG83	 -	-	-	-	MI:0872(atomic force microscopy)|MI:0055(fluorescent resonance energy transfer)|MI:0096(pull down)|MI:0071(molecular sieving)|MI:0096(pull down)	-	pubmed:25875822|pubmed:DIP-17457S|pubmed:25875822|pubmed:DIP-17457S|pubmed:25875822|pubmed:DIP-17457S|pubmed:25875822|pubmed:DIP-17457S|pubmed:25875822|pubmed:DIP-17457S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-198777E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61408N|refseq:NP_001023309|uniprotkb:G5EG83	DIP-61408N|refseq:NP_001023309|uniprotkb:G5EG83	-	-	-	-	MI:0872(atomic force microscopy)|MI:0055(fluorescent resonance energy transfer)	-	pubmed:25875822|pubmed:DIP-17457S|pubmed:25875822|pubmed:DIP-17457S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-198778E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61430N|refseq:NP_492304|uniprotkb:P20268	DIP-55118N|uniprotkb:Q17963	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198825E	dip-quality-status:core	dip:0004(small scale)		-
DIP-55118N|uniprotkb:Q17963	DIP-61431N|refseq:NP_741836|uniprotkb:Q21305	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198826E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24435N|refseq:NP_491997|uniprotkb:Q17396	DIP-55118N|uniprotkb:Q17963	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198827E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61429N|refseq:NP_509451|uniprotkb:Q95QK3	DIP-55118N|uniprotkb:Q17963	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198828E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61372N|uniprotkb:Q09228	DIP-55118N|uniprotkb:Q17963	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198829E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61432N|refseq:NP_510453|uniprotkb:Q93705	DIP-61429N|refseq:NP_509451|uniprotkb:Q95QK3	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25124442|pubmed:DIP-17485S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198830E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61523N|uniprotkb:Q18297	DIP-61523N|uniprotkb:Q18297	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:25855297|pubmed:DIP-17571S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199066E	dip-quality-status:core	dip:0004(small scale)		-
DIP-244N|refseq:NP_502538|uniprotkb:P42573	DIP-26983N|refseq:NP_496569|uniprotkb:Q9XXH8	 -	-	-	-	MI:0435(protease assay)	-	pubmed:25383666|pubmed:DIP-17575S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0570(protein cleavage)	MI:0465(dip)	DIP-199081E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61532N|refseq:NP_001022413|uniprotkb:Q9XXH9	DIP-244N|refseq:NP_502538|uniprotkb:P42573	 -	-	-	-	MI:0435(protease assay)	-	pubmed:25383666|pubmed:DIP-17575S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0570(protein cleavage)	MI:0465(dip)	DIP-199082E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61635N|uniprotkb:P34288	DIP-61636N|refseq:NP_504560|uniprotkb:H2KYP0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:25938815|pubmed:DIP-17677S|pubmed:25938815|pubmed:DIP-17677S|pubmed:25938815|pubmed:DIP-17677S|pubmed:25938815|pubmed:DIP-17677S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199359E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61637N|uniprotkb:Q9U308	DIP-61636N|refseq:NP_504560|uniprotkb:H2KYP0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25938815|pubmed:DIP-17677S|pubmed:25938815|pubmed:DIP-17677S|pubmed:25938815|pubmed:DIP-17677S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199360E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61637N|uniprotkb:Q9U308	DIP-56285N|uniprotkb:Q967F4	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:25938815|pubmed:DIP-17677S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-199361E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61638N|uniprotkb:P90947	DIP-27261N|refseq:NP_493566|uniprotkb:O44326	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:25938815|pubmed:DIP-17677S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-199362E	dip-quality-status:core	dip:0004(small scale)		-
DIP-25456N|refseq:NP_741244|uniprotkb:P34331	DIP-24727N|refseq:NP_491539|uniprotkb:P91349	 -	-	-	-	MI:0416(fluorescence microscopy)|MI:0416(fluorescence microscopy)|MI:0424(protein kinase assay)	-	pubmed:25977552|pubmed:DIP-17691S|pubmed:25977552|pubmed:DIP-17691S|pubmed:25977552|pubmed:DIP-17691S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-199385E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24499N|refseq:NP_495784|uniprotkb:O61442	DIP-24727N|refseq:NP_491539|uniprotkb:P91349	 -	-	-	-	MI:0416(fluorescence microscopy)	-	pubmed:25977552|pubmed:DIP-17691S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199386E	dip-quality-status:core	dip:0004(small scale)		-
